Año,Trimestre,Provincia,Hasta 512 kbps,Entre 1 Mbps y 6 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Entre 512 Kbps y 1 Mbps,Entre 6 Mbps y 10 Mbps,Más de 30 Mbps,Otros
2020,2,San Juan,48,751.9159999999999,65.84700000000001,40,697,917,80,4.43
2020,2,San Luis,105,2032.03,8.927,65.886,386,160.428,3,35.992
2020,2,Santa Cruz,66,82.46199999999999,185.362,546,5.415,170.999,108,493
2020,2,Santa Fe,568,588.613,235.43599999999998,57.244,17.111,875.095,302.01599999999996,20.193
2020,2,Santiago Del Estero,133,1031.558,730.452,247,909.869,935.83,31.89,4.516
2020,2,Tierra Del Fuego,11,914.33,287.749,391,102,5.186,796,7.446
2020,2,Tucumán,52,276.385,375.842,2.246,3.509,370.221,45.288,2.635
2020,3,Buenos Aires,662.9159999999999,1500.7509999999997,358.633,1141.334,59.17099999999999,727.217,,19.853
2020,3,Capital Federal,264,613.658,78.743,79.033,20.404,123.045,876.976,247
2020,3,Catamarca,63,322.292,613.592,562,669,35.741,11.736,2.154
2020,3,Chaco,419,614.458,857.715,13.751000000000001,2.625,856.803,27.729,7.194
2020,3,Chubut,158,1216.5690000000002,15.214,234.586,968,210.92499999999998,999,3.942
2020,3,Córdoba,168,238.675,174.146,66.828,16.954,124.83300000000001,477.009,11.728
2020,3,Corrientes,72,975.8929999999999,766.566,8.615,6.876,537.8,17.788,5.02
2020,3,Entre Ríos,130,902.051,43.794,14.376999999999999,6.668,894.634,38.675,15.759
2020,3,Formosa,391,21.616,1366.764,991,1.698,9.43,6.058,1.737
2020,3,Jujuy,55,758.548,640.602,293,7.031,10.566,12.666,3.065
2020,3,La Pampa,293,64.312,121.461,385.805,315.88,14.812999999999999,153.333,4.029
2020,3,La Rioja,21,37.4,533.131,124,705,5.955,2.224,2
2020,3,Mendoza,58,153.765,42.43299999999999,994.466,10.656,1557.576,99.193,45
2020,3,Misiones,71,483.77000000000004,938.029,13.663,4.31,536.702,51.464,8.779
2020,3,Neuquén,218,323.71299999999997,575.405,188.274,813,300.267,40.663,803
2020,3,Río Negro,114,351.03200000000004,888.2139999999999,112.373,1.137,269.503,33.656,19.093
2020,3,Salta,129,1391.841,60.945,719.216,7.086,105.695,33.452,14.996
2020,3,San Juan,48,1043.0529999999999,67.468,41,4.684,711,81,4.15
2020,3,San Luis,105,2048.758,9.658999999999999,66.316,402,160.194,3,36.917
2020,3,Santa Cruz,66,73.421,198.538,629,5.415,138.88,109,833
2020,3,Santa Fe,568,588.894,144.043,58.80499999999999,16.309,834.7449999999999,304.274,27.001
2020,3,Santiago Del Estero,133,1184.1719999999998,663.9979999999999,292,1871,1005.469,32.313,4.801
2020,3,Tierra Del Fuego,11,893.125,290.43899999999996,481,97,5.414,930,6.992
2020,3,Tucumán,52,480.977,488.66999999999996,12.237,3.594,759.904,52.231,2.637
2020,4,Buenos Aires,153.822,1539.376,806.578,1158.676,58.229,601.883,,9.016
2020,4,Capital Federal,135,561.854,70.19800000000001,81.274,20.178,109.092,754.628,268
2020,4,Catamarca,71,297.918,580.8660000000001,591,635,103.645,12.502,2.309
2020,4,Chaco,412,1388.097,741.087,15.700999999999999,2.319,1156.344,28.481,7.965
2020,4,Chubut,106,1179.289,36.022,234.586,884,115.73,1002,4.402
2020,4,Córdoba,119,1147.0839999999998,197.106,98.99199999999999,16.318,149.248,505.368,13.568
2020,4,Corrientes,67,28.197,654.058,9.383,4.23,26.320999999999998,18.193,4.985
2020,4,Entre Ríos,105,61.888999999999996,43.751999999999995,16.6,6.681,53.556,41.279,14.654
2020,4,Formosa,56,22.836,1435.751,1197,704,9.604,9.367,1.68
2020,4,Jujuy,49,22.511,611.363,446,1.443,25.368000000000002,15.929,2.811
2020,4,La Pampa,298,67.78399999999999,115.453,367.031,315.641,15.117,153.994,2.52
2020,4,La Rioja,18,37.217999999999996,533.104,181,688,6.06,2.392,0
2020,4,Mendoza,28,158.504,40.396,942.448,10.825,1569.612,78.272,2.57
2020,4,Misiones,51,532.0600000000001,816.654,51.772999999999996,3.956,534.569,51.802,7.001
2020,4,Neuquén,116,412.84700000000004,168.62800000000001,186.32,557,302.18399999999997,40.774,5.72
2020,4,Río Negro,125,71.628,14.129999999999999,174.346,1.141,301.855,54.157,20.146
2020,4,Salta,109,40.084,50.153000000000006,682.616,3.871,115.782,34.472,6.319
2020,4,San Juan,25,989.12,128.003,332,2.459,740,159,4.588
2020,4,San Luis,58,1398.183,2.688,64.239,451,153.34,3,36.918
2020,4,Santa Cruz,47,91.728,931.708,1033,5.375,127.259,571,758
2020,4,Santa Fe,518,590.33,227.113,65.153,15.208,856.14,569.652,23.602
2020,4,Santiago Del Estero,123,1187.405,632.038,411,1867,1005.641,22.669,3.932
2020,4,Tierra Del Fuego,17,890.913,285.21500000000003,488,98,58.067,912,6.69
2020,4,Tucumán,29,735.246,419.767,38.071,3.251,708.679,59.624,2.68
2021,1,Buenos Aires,153.822,1539.041,756.1539999999999,1167.149,57.057,600.16,,10.867
2021,1,Capital Federal,135,560.433,66.447,84.26,20.052,107.722,748.8990000000001,126
2021,1,Catamarca,71,296.521,575.549,712,612,23.439999999999998,14.899,2.196
2021,1,Chaco,412,431.681,681.901,14.496,2.267,1155.967,29.36,8.384
2021,1,Chubut,106,1544.701,962.444,237.609,934,334.08799999999997,1002,4.39
2021,1,Córdoba,93,1144.189,195.53799999999998,100.963,16.049,149.078,515.043,12.677
2021,1,Corrientes,67,27.676,597.597,9.001000000000001,4.395,26.223,18.572,5.453
2021,1,Entre Ríos,105,63.617000000000004,45.429,15.774,6.549,56.059999999999995,40.974,12.826
2021,1,Formosa,56,21.753,1388.534,1215,656,9.567,9.73,1.942
2021,1,Jujuy,49,22.515,599.09,568,1.395,196.114,21.866,2.378
2021,1,La Pampa,298,65.80499999999999,122.496,367.421,315.636,14.857,154.936,2.424
2021,1,La Rioja,18,38.077000000000005,511.097,215,670,5.968,2.456,0
2021,1,Mendoza,28,146.68699999999998,52.533,136.938,10.716,882.3439999999999,117.55799999999999,44
2021,1,Misiones,51,631.995,763.3639999999999,51.013000000000005,4.882,556.971,142.012,8.256
2021,1,Neuquén,116,412.615,168.73999999999998,186.504,526,312.139,39.562,5.758
2021,1,Río Negro,125,71.34100000000001,14.044,177.473,1.134,296.894,55.068,20.103
2021,1,Salta,109,39.244,47.126,420.726,3.559,118.099,41.684,6.319
2021,1,San Juan,25,1252.247,191.314,340,2.191,858,160,4.641
2021,1,San Luis,58,2005.454,68.365,64.913,439,268.66,3,36.917
2021,1,Santa Cruz,50,983.0600000000001,968.025,1337,6.688,119.223,571,0
2021,1,Santa Fe,518,586.669,296.64099999999996,65.484,14.129,935.726,569.952,24.382
2021,1,Santiago Del Estero,123,1232.769,627.929,700,1823,1053.468,32.952,4.144
2021,1,Tierra Del Fuego,17,605.6999999999999,275.046,486,94,63.406,901,11.836
2021,1,Tucumán,29,710.0790000000001,28.252,122.07,3.157,785.683,68.892,2.68
2021,2,Buenos Aires,222.007,1523.309,897.564,327.871,56.465,604.64,,9.108
2021,2,Capital Federal,294,490.68899999999996,53.849,88.932,378.76,945.6949999999999,728.1550000000001,66
2021,2,Catamarca,71,634.088,617.217,919.0260000000001,503,23.076999999999998,462.744,2.206
2021,2,Chaco,412,431.80899999999997,474.581,16.080000000000002,1.226,1634.959,31.423,7.958
2021,2,Chubut,104,933.969,920.699,237.662,929,378.249,1002,5.172
2021,2,Córdoba,99,1134.571,187.829,99.92800000000001,81.625,150.502,528.8779999999999,9.925
2021,2,Corrientes,67,505.255,685.862,10.073,122.211,27.037,20.318,5.053
2021,2,Entre Ríos,107,450.077,42.465,18.502000000000002,118.962,55.349,42.138,16.077
2021,2,Formosa,381,21.794,1120.346,1345,570,10.307,9.849,1.618
2021,2,Jujuy,48,22.634999999999998,599.346,607,1.722,195.398,26.298,2.401
2021,2,La Pampa,298,63.209,91.045,377.025,315.177,234.542,156.547,4.062
2021,2,La Rioja,18,315.311,504.816,321.51,691,5.971,34.132,19
2021,2,Mendoza,36,148.751,56.117,149.271,1.729,881.015,137.609,50
2021,2,Misiones,51,636.637,777.059,53.153999999999996,4.411,654.278,143.863,8.279
2021,2,Neuquén,112,489.959,322.554,218.768,648,312.327,96.477,5.645
2021,2,Río Negro,125,74.696,991.042,190.693,2.21,290.376,54.978,20.009
2021,2,Salta,101,48.735,559.546,361.317,2.819,238.84,42.116,6.328
2021,2,San Juan,18,1304.7420000000002,201.361,342,1.333,784,160,4.641
2021,2,San Luis,60,2019.303,76.347,67.946,439,267.438,3,36.917
2021,2,Santa Cruz,50,984.977,965.928,1575,6.656,100.371,595,735
2021,2,Santa Fe,467,359.746,285.247,75.346,18.666,935.345,570.933,15.371
2021,2,Santiago Del Estero,123,726.736,661.707,811,1511,74.212,33.228,1.566
2021,2,Tierra Del Fuego,17,912.356,259.325,476,87,50.869,867,1.483
2021,2,Tucumán,32,707.76,26.729,5.022,2.89,742.956,70.804,2.68
2021,3,Buenos Aires,223.007,1537.8649999999998,898.625,284.77,54.771,608.792,2252.6049999999996,9.728
2021,3,Capital Federal,295,497.295,49.775,75.779,378.567,940.139,734.161,0
2021,3,Catamarca,71,666.626,599.9269999999999,1659,468,17.419,16.078,2.206
2021,3,Chaco,412,431.006,411.464,14.423,1.13,1634.371,31.733,7.958
2021,3,Chubut,104,156.299,935.62,266.059,906,366.94,4.4879999999999995,14.907
2021,3,Córdoba,99,1138.238,282.832,76.302,81.19,155.27100000000002,537.691,9.256
2021,3,Corrientes,67,505.6050000000001,788.028,77.633,122.071,28.478,20.652,5.053
2021,3,Entre Ríos,107,448.035,40.113,16.302,118.84,59.775999999999996,42.662,12.755
2021,3,Formosa,381,22.238,1073.91,1196,540,26.123,16.985,1.617
2021,3,Jujuy,48,22.359999999999996,608.184,561,1.699,195.238,26.126,2.401
2021,3,La Pampa,298,248.908,86.659,269.757,314.969,242.16,157.57,4.152
2021,3,La Rioja,18,471.228,540.797,359.515,672,90.894,34.157,0
2021,3,Mendoza,36,890.453,62.628,151.46499999999997,1.708,883.768,145.674,50
2021,3,Misiones,51,636.966,687.417,51.774,4.371,695.428,184.147,8.279
2021,3,Neuquén,112,489.71099999999996,1278.96,204.468,624,312.262,97.469,5.579
2021,3,Río Negro,125,74.35300000000001,868.026,188.109,2.1879999999999997,286.447,56.626000000000005,20.009
2021,3,Salta,101,47.652,521.447,334.562,2.79,241.93200000000002,46.903,6.327
2021,3,San Juan,18,1309.6209999999999,209.054,340,1.333,752,160,4.641
2021,3,San Luis,60,2037.085,88.409,69.942,439,274.133,3,29.392
2021,3,Santa Cruz,50,984.943,962.842,1788,6.656,74.299,597,735
2021,3,Santa Fe,467,350.261,288.736,55.230999999999995,19.023,938.5120000000001,568.56,16.267
2021,3,Santiago Del Estero,123,725.504,690.5939999999999,801,1463,73.826,33.225,898
2021,3,Tierra Del Fuego,17,964.6980000000001,1274.516,79.355,83,49.361000000000004,916,895
2021,3,Tucumán,32,1076.1470000000002,24.983,7.298,2.356,827.515,73.122,164
2021,4,Buenos Aires,223.635,712.545,761.831,896.2090000000001,33.049,836.7860000000001,,22.958
2021,4,Capital Federal,563,1357.593,76.125,115.932,5.9190000000000005,90.89,721.693,0
2021,4,Catamarca,71,520.066,567.246,1042.222,457,14.847999999999999,17.813,2.233
2021,4,Chaco,572,577.228,336.622,13.703,1.058,598.1020000000001,53.385,7.585
2021,4,Chubut,126,63.038000000000004,201.005,1248.059,766.189,1134.472,11.217,15.763
2021,4,Córdoba,100,998.454,312.01,84.28999999999999,106.654,143.879,844.3069999999999,12.607
2021,4,Corrientes,67,504.90099999999995,508.436,10.100999999999999,121.976,26.368,20.859,7.082
2021,4,Entre Ríos,107,442.812,974.3580000000001,24.086000000000002,118.752,52.633,45.133,16.583
2021,4,Formosa,84,22.417,1109.707,1139,491,25.964,33.119,1.967
2021,4,Jujuy,58,20.915,569.6020000000001,564,1.706,1024.784,28.508,2.324
2021,4,La Pampa,301,247.91899999999998,28.243000000000002,157.674,494.736,126.96400000000001,50.959,3.027
2021,4,La Rioja,18,469.915,504.078,1160.517,638,90.352,34.138,0
2021,4,Mendoza,156,941.627,75.214,198.078,4.385,30.308,166.693,366
2021,4,Misiones,51,645.159,594.153,15.973,4.154,706.87,184.692,8.335
2021,4,Neuquén,140,42.063,884.64,14.361,1190,316.96000000000004,96.451,7.767
2021,4,Río Negro,156,38.059,775.51,5.784,1488,30.867,210.77100000000002,22.645
2021,4,Salta,114,46.955,525.123,297.256,2.729,424.968,47.35,6.475
2021,4,San Juan,44,1282.664,446.555,358.584,2.428,601.364,159,4.435
2021,4,San Luis,62,2044.0900000000001,99.017,72.363,686,146.13400000000001,4,29.218
2021,4,Santa Cruz,52,974.7199999999999,156.91,1784,303.623,59.593,795,491
2021,4,Santa Fe,467,330.903,215.56,62.5,20.203,959.103,751.0550000000001,18.777
2021,4,Santiago Del Estero,178,722.718,681.535,800,1414,73.512,33.397,793
2021,4,Tierra Del Fuego,26,428.09,342.236,164.622,385,46.504,916,2.58
2021,4,Tucumán,39,510.722,24.020000000000003,18.313000000000002,2.22,972.811,77.534,240
2022,1,Buenos Aires,242.38,753.9410000000001,763.653,889.193,30.055999999999997,841.236,,26.28
2022,1,Capital Federal,527,1346.6100000000001,71.043,94.263,5.575,87.38,750.789,1.717
2022,1,Catamarca,71,166.224,848.932,1190.573,456,12.004,21.877,2.207
2022,1,Chaco,572,576.328,290.628,13.023,988,596.6590000000001,54.088,7.58
2022,1,Chubut,113,61.368999999999986,293.819,14.484,609.069,849.038,23.124000000000002,15.607
2022,1,Córdoba,100,358.72900000000004,341.6989999999999,77.98400000000001,103.691,138.996,860.41,13.104
2022,1,Corrientes,67,504.08299999999997,449.654,10.466000000000001,121.911,25.665,21.296,7.094
2022,1,Entre Ríos,107,439.68499999999995,881.454,21.596,118.632,52.617000000000004,44.247,16.75
2022,1,Formosa,97,24.113000000000003,1136.482,720,448,120.831,20.268,588
2022,1,Jujuy,58,22.141000000000002,567.3929999999999,576,1.761,1024.312,27.838,2.442
2022,1,La Pampa,301,247.627,28.028,126.135,477.747,127.751,66.719,2.833
2022,1,La Rioja,18,1130.448,570.077,1134.517,778,89.607,35.483,0
2022,1,Mendoza,114,953.327,74.178,208.449,3.3550000000000004,26.407,168.347,3.287
2022,1,Misiones,51,39.650999999999996,533.3480000000001,15.873000000000001,3.873,441.841,185.132,8.349
2022,1,Neuquén,137,39.856,1721.451,13.952,1123,291.347,98.44,7.885
2022,1,Río Negro,116,35.565,712.24,16.437,1383,25.852,250.001,22.652
2022,1,Salta,114,43.568,482.836,271.959,2.724,431.882,48.006,6.489
2022,1,San Juan,26,941.446,455.713,1781.047,966.304,739.186,5.771,2.465
2022,1,San Luis,61,2058.235,102.709,73.612,643,149.691,7,28.589
2022,1,Santa Cruz,51,973.748,1164.124,775.865,281.623,50.462999999999994,566.865,485
2022,1,Santa Fe,468,317.62199999999996,280.591,97.13,18.429000000000002,961.607,772.484,18.444
2022,1,Santiago Del Estero,178,720.5289999999999,667.8870000000001,849,1401,73.158,39.553,792
2022,1,Tierra Del Fuego,24,424.437,318.733,185.613,894,41.614,892,2.421
2022,1,Tucumán,39,497.566,22.012999999999998,53.163000000000004,2.212,922.085,79.585,273
2022,2,Buenos Aires,241.428,735.797,747.48,895.885,28.323,1337.5230000000001,2659.164,65.849
2022,2,Capital Federal,517,1360.7099999999998,65.362,85.626,5.98,82.424,713.6700000000001,105.607
2022,2,Catamarca,71,136.545,798.3729999999999,1159.2359999999999,413,9.152000000000001,27.44,2.207
2022,2,Chaco,572,1373.246,229.17000000000002,15.985,936,826.302,64.059,3.708
2022,2,Chubut,109,45.804,352.971,15.515,1444,620.627,24.046,20.021
2022,2,Córdoba,99,353.293,338.65600000000006,71.729,94.888,133.472,872.9879999999999,13.426
2022,2,Corrientes,67,503.77299999999997,379.62899999999996,21.733,121.819,24.842,29.844,7.107
2022,2,Entre Ríos,107,438.24699999999996,737.7919999999999,32.373000000000005,118.543,51.554,56.221,16.759
2022,2,Formosa,97,23.833999999999996,1064.271,595,407,133.59199999999998,28.583,590
2022,2,Jujuy,58,19.458,561.262,549,1.829,1023.781,29.231,2.453
2022,2,La Pampa,68,247.361,38.772999999999996,77.178,144.744,127.72399999999999,78.926,3.012
2022,2,La Rioja,18,1073.108,532.305,975.512,728,89.804,36.89,0
2022,2,Mendoza,103,936.069,64.13799999999999,208.57,739.217,22.557000000000002,164.15800000000002,3.94
2022,2,Misiones,51,41.25,441.34499999999997,997.797,3.808,660.073,946.048,8.35
2022,2,Neuquén,134,38.826,774.439,13.690999999999999,999,290.79,96.827,18.717
2022,2,Río Negro,111,33.364,630.564,18.943,1227,21.933999999999997,249.508,24.27
2022,2,Salta,114,41.724000000000004,441.57599999999996,142.03,2.529,375.358,48.787,6.494
2022,2,San Juan,24,889.5250000000001,482.19100000000003,823.988,724.304,721.565,10.215,11.617
2022,2,San Luis,60,225.621,187.875,69.438,306,134.104,11,14.815
2022,2,Santa Cruz,52,973.3860000000001,1237.658,597.865,224.623,42.337999999999994,568.869,644
2022,2,Santa Fe,468,310.362,269.937,97.218,16.752000000000002,957.627,779.595,17.584
2022,2,Santiago Del Estero,178,1100.5090000000002,606.014,883,1401,71.919,40.247,792
2022,2,Tierra Del Fuego,22,335.728,303.68399999999997,225.523,831,34.808,898,3.351
2022,2,Tucumán,39,502.99199999999996,24.633000000000003,79.788,2.195,535.021,84.869,281
2022,3,Buenos Aires,28934,259866,244555,817733,23347,281550,1003527,97634
2022,3,Capital Federal,516,31320,36336,61172,5096,64653,210472,106772
2022,3,Catamarca,71,2716,4638,3122,315,5028,30388,2280
2022,3,Chaco,572,16067,6704,3050,660,17846,27557,3909
2022,3,Chubut,109,46457,34728,16759,1614,31007,17508,20026
2022,3,Córdoba,99,143686,63039,20819,9929,108195,207746,17610
2022,3,Corrientes,67,22647,7025,3784,3282,24858,25838,7998
2022,3,Entre Ríos,107,45629,20927,22501,4722,46700,34084,0
2022,3,Formosa,84,22458,6724,314,245,12391,980,698
2022,3,Jujuy,58,18652,36430,335,1763,14070,35579,0
2022,3,La Pampa,68,52618,9167,4482,1687,10334,16547,16028
2022,3,La Rioja,18,2531,24435,5031,595,3010,35334,0
2022,3,Mendoza,103,35541,35935,61079,2954,20355,90797,21144
2022,3,Misiones,51,35622,12196,3201,3510,21373,27659,8590
2022,3,Neuquén,168,38814,13008,17391,994,13960,11520,2250
2022,3,Río Negro,111,32053,20442,12564,1081,13931,5577,29644
2022,3,Salta,114,31530,5035,133,1197,71105,28238,6747
2022,3,San Juan,24,30069,20440,18259,2027,11247,9504,11840
2022,3,San Luis,60,11785,13981,78508,624,24684,508,3353
2022,3,Santa Cruz,51,11616,10374,3243,6810,11509,5342,1048
2022,3,Santa Fe,468,115767,73345,23042,9374,194420,130193,18340
2022,3,Santiago Del Estero,178,26183,17735,661,1267,58136,971,989
2022,3,Tierra Del Fuego,22,11649,21365,3647,902,13634,1357,2264
2022,3,Tucumán,39,29996,26369,1375,1562,35425,59449,15118
2022,4,Buenos Aires,238.724,491.634,930.8679999999999,927.623,23.347,1781.049,2076.453,97.634
2022,4,Capital Federal,516,1307.043,58.314,62.171,5.096,74.643,388.29400000000004,106.772
2022,4,Catamarca,71,1166.551,1152.489,896.228,315,6.027,30.388,2.28
2022,4,Chaco,572,1371.71,143.56699999999998,749.303,660,826.037,46.538,3.909
2022,4,Chubut,109,46.457,67.695,16.759,1614,336.701,175.35,20.026
2022,4,Córdoba,99,329.5,466.715,168.67100000000002,92.846,115.18799999999999,522.431,17.61
2022,4,Corrientes,67,502.167,9.023,428.359,121.164,24.858,26.837,7.998
2022,4,Entre Ríos,107,435.23900000000003,22.924999999999997,780.742,117.609,46.7,85.033,0
2022,4,Formosa,84,22.458,46.684,314,245,257.146,980,698
2022,4,Jujuy,58,18.652,681.784,335,1.763,24.060000000000002,35.579,0
2022,4,La Pampa,68,237.433,24.152,9.477,144.544,525.818,140.423,16.028
2022,4,La Rioja,18,909.623,520.938,524.511,595,87.925,35.334,0
2022,4,Mendoza,103,35.541000000000004,35.934999999999995,194.945,739.217,259.116,133.75400000000002,21.144
2022,4,Misiones,51,39.618,140.06799999999998,6.198,3.51,70.324,933.752,8.59
2022,4,Neuquén,168,38.814,14.007,76.332,994,289.68399999999997,88.443,2.25
2022,4,Río Negro,111,32.053000000000004,41.421,12.564,1081,14.93,293.289,29.644
2022,4,Salta,114,39.522000000000006,80.959,133,2.1959999999999997,373.802,102.164,6.747
2022,4,San Juan,24,889.2090000000001,905.554,828.4480000000001,724.304,730.527,13.5,11.84
2022,4,San Luis,60,820.975,13.981,210.376,624,622.086,508,3.353
2022,4,Santa Cruz,51,836.7900000000001,734.649,1005.24,224.592,36.483999999999995,720.626,1.048
2022,4,Santa Fe,468,287.59499999999997,276.142,62.003,14.369,194.42,1540.781,18.34
2022,4,Santiago Del Estero,178,1131.077,550.202,661,1267,144.05,971,989
2022,4,Tierra Del Fuego,22,883.7760000000001,374.012,496.154,902,22.625,232.126,2.264
2022,4,Tucumán,39,494.531,27.368000000000002,255.121,1.562,460.999,66.44200000000001,15.118
